critic,fresh,imdb,publication,quote,review_date,rtid,title
Roger Ebert,fresh,0115956,Chicago Sun-Times,"The end of the film understandably lays on the emotion a little heavily, but until then Courage Under Fire has been a fascinating emotional and logistical puzzle.",2000-01-01,16796,Courage Under Fire
Stanley Kauffmann,fresh,0115956,The New Republic,"Steven Rosenblum's editing is excellent, smoothly uniting present and past, articulating individual scenes alertly.",2000-01-01,16796,Courage Under Fire
Susan Stark,fresh,0115956,Detroit News,,2000-01-01,16796,Courage Under Fire
Susan Wloszczyna,fresh,0115956,USA Today,"Part Rashomon, part The Caine Mutiny, the first major-studio film to deal with 1991's Desert Storm not only captures the terror of battle but also its wrenching aftermath.",2000-01-01,16796,Courage Under Fire
Joe Baltake,fresh,0115956,Sacramento Bee,"Zwick pulls off the trick of making each story plausible, while Ryan successfully sheds her usual overmannered acting style and turns in a solid, if fleeting, performance as a no-nonsense, leathery woman.",2000-01-01,16796,Courage Under Fire
James Berardinelli,fresh,0115956,ReelViews,"Courage Under Fire is as profound and intelligent as it is moving, and that makes this memorable motion picture one of 1996's best.",2000-01-01,16796,Courage Under Fire
,fresh,0115956,Entertainment Weekly,,1996-07-12,16796,Courage Under Fire
David Ansen,fresh,0317919,Newsweek,"...this snappy installment is a marked improvement over John Woo's surprisingly dull sequel, though the set pieces lack the elegance and visual coherence of the Brian de Palma original.",2007-11-01,155654854,Mission: Impossible III
Ben Walters,fresh,0317919,Time Out,"There are plentiful perilous countdowns, most of the set-pieces are impressively mounted and, in its own silly way, the pay-off offers a glancing blow at US foreign policy. Relatable? No. But quite fun.",2006-06-24,155654854,Mission: Impossible III
Joe Morgenstern,fresh,0317919,Wall Street Journal,"The summer's first action epic does exactly what it's supposed to do, more clearly than M:i:I, and more likeably than M:i:II.",2006-06-22,155654854,Mission: Impossible III
Rex Reed,rotten,0317919,New York Observer,"As idiot movies go, this one is as sub-mental as you might expect.",2006-05-10,155654854,Mission: Impossible III
Andrew Sarris,rotten,0317919,New York Observer,My final reaction to Mission: Impossible III is one of bemused tolerance and even mild absorption in all the silliness.,2006-05-10,155654854,Mission: Impossible III
David Edelstein,rotten,0317919,New York Magazine,"There are no flourishes to savor. Instead, there are big-deal stunts.",2006-05-09,155654854,Mission: Impossible III
Anthony Lane,rotten,0317919,New Yorker,"The grand finale? A fistfight, after which somebody gets run over. Listen, if I want to see that kind of action, I don't go to Shanghai. I don't even go to the movies. I go to the South Bronx and stand outside a bar.",2006-05-08,155654854,Mission: Impossible III
Richard Roeper,fresh,0317919,Ebert & Roeper,The best of the three.,2006-05-08,155654854,Mission: Impossible III
Peter Howell,rotten,0317919,Toronto Star,"Abrams knows how to frame a shot and how to propulsively push both action and love stories, but logic continues to elude him as much as it did De Palma and Woo.",2006-05-05,155654854,Mission: Impossible III
Roger Moore,fresh,0317919,Orlando Sentinel,"If Mission: Impossible 3 is the first pitch of the popcorn-movie season, just two words come to mind -- butter up.",2006-05-05,155654854,Mission: Impossible III
Liam Lacey,fresh,0317919,Globe and Mail,What summer movies aspire to -- a slick demonstration of hot buttered entertainment that will probably slide you right out of the theatre before you even stop to ask a logical question or two.,2006-05-05,155654854,Mission: Impossible III
Robert Denerstein,fresh,0317919,Denver Rocky Mountain News,"For all the attempts at adding depth, it's likely that audiences will come away remembering the fireworks.",2006-05-05,155654854,Mission: Impossible III
Michael Booth,fresh,0317919,Denver Post,"All the popcorn season really wants is a good reason to see super-fit bodies flying around on a big screen, and M:I:III gits 'er done.",2006-05-05,155654854,Mission: Impossible III
Philip Wuntch,fresh,0317919,Dallas Morning News,"Mission: Impossible III will make you jump up and down with exuberance, just like its star.",2006-05-05,155654854,Mission: Impossible III
Bill Muller,rotten,0317919,Arizona Republic,Director Abrams seems to have attended the Tony Scott Extreme Closeup Academy.,2006-05-05,155654854,Mission: Impossible III
Carrie Rickey,fresh,0317919,Philadelphia Inquirer,"Whatever your feelings about Cruise, Mission: Impossible III is nirvana for thrill seekers.",2006-05-04,155654854,Mission: Impossible III
Ann Hornaday,fresh,0317919,Washington Post,"Director J.J. Abrams, creator of such TV hits as Alias and Lost, makes a reasonably impressive feature debut with the best installment of the series.",2006-05-04,155654854,Mission: Impossible III
James Berardinelli,rotten,0317919,ReelViews,"Mission: Impossible III provides lots of action, but too little excitement.",2006-05-04,155654854,Mission: Impossible III
Manohla Dargis,rotten,0317919,New York Times,"Although he slams into stationary objects with his customary zeal, Tom Cruise is off his game here, sabotaged by a misguided attempt to shade his character with gray.",2006-05-04,155654854,Mission: Impossible III
Peter Rainer,fresh,0317919,Christian Science Monitor,It's an expertly engineered popcorn movie -- hold the butter substitute -- but it also tries (and fails) to be a love story for the ages.,2006-05-04,155654854,Mission: Impossible III
Derek Elley,none,0109028,Variety,,2009-04-10,446196047,Cold Fever
,none,0109028,Time Out,,2006-06-24,446196047,Cold Fever
Stephen Holden,none,0109028,New York Times,,2004-08-30,446196047,Cold Fever
James Berardinelli,fresh,0109028,ReelViews,,2000-01-01,446196047,Cold Fever
Mick LaSalle,none,0109028,San Francisco Chronicle,,2000-01-01,446196047,Cold Fever
Susan Stark,fresh,0109028,Detroit News,,2000-01-01,446196047,Cold Fever
Roger Ebert,fresh,0109028,Chicago Sun-Times,,2000-01-01,446196047,Cold Fever
Lisa Schwarzbaum,rotten,0117071,Entertainment Weekly,,2011-09-07,416720691,Moll Flanders
Jeremy Gerard,none,0117071,Variety,,2009-03-26,416720691,Moll Flanders
Derek Adams,none,0117071,Time Out,,2006-06-24,416720691,Moll Flanders
,rotten,0117071,Globe and Mail,,2002-04-12,416720691,Moll Flanders
Peter Travers,none,0117071,Rolling Stone,,2001-05-12,416720691,Moll Flanders
Joe Baltake,none,0117071,Sacramento Bee,,2000-01-01,416720691,Moll Flanders
,none,0117071,Washington Post,,2000-01-01,416720691,Moll Flanders
Susan Stark,fresh,0117071,Detroit News,,2000-01-01,416720691,Moll Flanders
Roger Ebert,fresh,0117071,Chicago Sun-Times,,2000-01-01,416720691,Moll Flanders
Mick LaSalle,none,0117071,San Francisco Chronicle,,2000-01-01,416720691,Moll Flanders
Susan Wloszczyna,rotten,0117071,USA Today,"For a story about a London harlot's trials and tribulations, this is one unsexy, drawn-out dirge with only a few smirking moments as relief.",2000-01-01,416720691,Moll Flanders
Stephen Holden,none,0117071,New York Times,,2000-01-01,416720691,Moll Flanders
James Berardinelli,fresh,0117071,ReelViews,,2000-01-01,416720691,Moll Flanders
,rotten,0117071,Entertainment Weekly,,1996-06-14,416720691,Moll Flanders
Geoff Andrew,none,0112257,Time Out,,2007-08-16,770676644,"301, 302"
Daniel M. Kimmel,rotten,0112257,Variety,This feminist horror story from Korea is sluggishly paced and confusingly told with flashbacks within flashbacks.,2005-04-29,770676644,"301, 302"
Kevin Thomas,none,0112257,Los Angeles Times,,2001-02-14,770676644,"301, 302"
Peter Stack,none,0112257,San Francisco Chronicle,,2000-01-01,770676644,"301, 302"
,none,0116136,Variety,,2012-02-23,11684,DragonHeart
Todd McCarthy,none,0116136,Variety,,2009-03-26,11684,DragonHeart
,none,0116136,Time Out,,2006-01-26,11684,DragonHeart
Peter Stack,none,0116136,San Francisco Chronicle,,2002-06-18,11684,DragonHeart
Peter Travers,none,0116136,Rolling Stone,,2001-05-12,11684,DragonHeart
Kenneth Turan,none,0116136,Los Angeles Times,,2001-02-14,11684,DragonHeart
Susan Stark,fresh,0116136,Detroit News,,2000-01-01,11684,DragonHeart
Joe Baltake,none,0116136,Sacramento Bee,,2000-01-01,11684,DragonHeart
Roger Ebert,fresh,0116136,Chicago Sun-Times,,2000-01-01,11684,DragonHeart
James Berardinelli,rotten,0116136,ReelViews,,2000-01-01,11684,DragonHeart
Mike Clark,rotten,0116136,USA Today,This mildly engaging castle-storming adventure is best pegged as a family comedy.,2000-01-01,11684,DragonHeart
,none,0116136,Washington Post,,2000-01-01,11684,DragonHeart
Janet Maslin,none,0116136,New York Times,,2000-01-01,11684,DragonHeart
,fresh,0116136,Entertainment Weekly,,1996-05-31,11684,DragonHeart
Richard Schickel,rotten,0083511,TIME Magazine,"Neither jokes nor fast, flashy action can completely distract audiences from the failure to establish an authentic, rather than a purely conventional connection between Nolte and Murphy.",2009-06-06,13379,48 Hrs.
Dave Kehr,fresh,0083511,Chicago Reader,"All in all, a superior genre piece, if not the height of Hill's artistry.",2007-03-01,13379,48 Hrs.
,fresh,0083511,Time Out,"A down-the-line thriller, plain, fast and efficient.",2006-01-26,13379,48 Hrs.
Roger Ebert,fresh,0083511,Chicago Sun-Times,"The movie's story is nothing to write home about. It's pretty routine. What makes the movie special is how it's made. Nolte and Murphy are good, and their dialogue is good, too -- quirky and funny.",2004-10-23,13379,48 Hrs.
Janet Maslin,fresh,0083511,New York Times,"[It] is more memorable for its characters than for its high style, more a series of energetic scenes than a collection of handsome imagery. It has life, ferocity and humor in place of icy, stylized elegance, and that seems more than a fair trade.",2004-08-30,13379,48 Hrs.
Dave Calhoun,fresh,0054189,Time Out,"It's Delon -- impossibly beautiful, impossible to read, cold, cool -- who steals the film.",2013-08-27,11689,Plein soleil
Lisa Schwarzbaum,fresh,0054189,Entertainment Weekly,,2011-09-07,11689,Plein soleil
Derek Adams,none,0054189,Time Out,,2006-01-26,11689,Plein soleil
Eric Brace,none,0054189,Washington Post,,2002-01-22,11689,Plein soleil
Kevin Thomas,none,0054189,Los Angeles Times,,2001-02-14,11689,Plein soleil
Roger Ebert,fresh,0054189,Chicago Sun-Times,,2000-01-01,11689,Plein soleil
Joe Baltake,none,0054189,Sacramento Bee,,2000-01-01,11689,Plein soleil
James Berardinelli,fresh,0054189,ReelViews,,2000-01-01,11689,Plein soleil
Mike Clark,fresh,0054189,USA Today,Rene Clement's subversive direction makes us root for Delon to pull off a tricky tightrope disguise as suspicious police pursue him from hotel to apartment and town to town.,2000-01-01,11689,Plein soleil
Edward Guthmann,none,0054189,San Francisco Chronicle,,2000-01-01,11689,Plein soleil
,fresh,0054189,Entertainment Weekly,,1996-06-28,11689,Plein soleil
Lisa Schwarzbaum,rotten,0426931,Entertainment Weekly,,2011-09-07,770413356,August Rush
Hank Sartin,rotten,0426931,Time Out New York,,2008-01-18,770413356,August Rush
Jennifer Preyss,fresh,0426931,Atlanta Journal-Constitution,"However predictable, a good ol' fashioned happy ending is always welcome. But bring a box of tissues: A good cry is to be expected as well.",2007-12-01,770413356,August Rush
Richard Roeper,rotten,0426931,Ebert & Roeper,"Even the final few moments, which should have us choking up, seemed hurried and shot from the wrong angles.",2007-11-27,770413356,August Rush
,none,0426931,St. Louis Post-Dispatch,,2007-11-24,770413356,August Rush
Wally Hammond,fresh,0426931,Time Out,This inspirational drama gets three stars for oddity value alone.,2007-11-22,770413356,August Rush
Claudia Puig,fresh,0426931,USA Today,"August Rush will not be for everyone, but it works if you surrender to its lilting and unabashedly sentimental tale of evocative music and visual poetry.",2007-11-22,770413356,August Rush
Geoff Pevere,rotten,0426931,Toronto Star,Exuberantly bad and strenuously preposterous.,2007-11-21,770413356,August Rush
Desson Thomson,rotten,0426931,Washington Post,"Intended as a fuzzy family fable, August plays more to the gag reflex than to the heart.",2007-11-21,770413356,August Rush
Tom Keogh,fresh,0426931,Seattle Times,"If it isn't brilliant cinema, it's honest and powerful.",2007-11-21,770413356,August Rush
Pam Grady,rotten,0426931,San Francisco Chronicle,[An] inane musical melodrama.,2007-11-21,770413356,August Rush
Elizabeth Weitzman,rotten,0426931,New York Daily News,"It would be nice to say this predictable fantasy has such a big heart, we can forgive its excesses. But director Kirsten Sheridan overplays nearly every already-corny scene.",2007-11-21,770413356,August Rush
Carina Chocano,rotten,0426931,Los Angeles Times,August Rush feels like the cinematic equivalent of being stuffed with fruitcake and doused with a gallon of egg nog.,2007-11-21,770413356,August Rush
Amy Biancolli,fresh,0426931,Houston Chronicle,"The goal is to drive mothers everywhere insane with the urge to rescue him and brush his hair (or the other way around), and in my case it worked.",2007-11-21,770413356,August Rush
Jennie Punter,rotten,0426931,Globe and Mail,It's hard to believe in the magical power of music to heal and connect lost souls when the tunes are lame.,2007-11-21,770413356,August Rush
Terry Lawson,rotten,0426931,Detroit Free Press,Director Kirsten Sheridan has no interest in keeping August Rush tethered to reality or toning down the sentimentality.,2007-11-21,770413356,August Rush
Peter Rainer,rotten,0426931,Christian Science Monitor,"It tries very hard to be fanciful, lyrical, sentimental, magical, rapturous, romantic, heartwarming, tear-jerking and inspiring. The result, however, is a goulash of half-baked bathos.",2007-11-21,770413356,August Rush
Roger Ebert,fresh,0426931,Chicago Sun-Times,"I dislike sentimentality where it doesn't belong, but there's something brave about the way August Rush declares itself and goes all the way with coincidence, melodrama and skillful tear-jerking.",2007-11-21,770413356,August Rush
Andrea Gronvall,rotten,0426931,Chicago Reader,An exercise in dissonance.,2007-11-21,770413356,August Rush
Wesley Morris,rotten,0426931,Boston Globe,"If August Rush is a fairy tale, it's an excruciatingly, sometimes hilariously oblivious one.",2007-11-21,770413356,August Rush
Owen Gleiberman,fresh,0116683,Entertainment Weekly,"At its lyrical best, James and the Giant Peach, an adaptation of Roald Dahl's 1961 children's classic, evokes the casual enchantment of a book that, for many kids (including me), cast the spell of a goofily blissed-out mirage.",2011-09-07,10249,James and the Giant Peach
Susan Stark,fresh,0116683,Detroit News,,2008-10-18,10249,James and the Giant Peach
