Hospital Name,Provider Number,State,Measure Name,Number of Discharges,Footnote,Excess Readmission Ratio,Predicted Readmission Rate,Expected Readmission Rate,Number of Readmissions,Start Date,End Date
TRINITY MEDICAL CENTER,010104,AL,READM-30-HIP-KNEE-HRRP,451,,1.1175,5.8,5.2,28,07/01/2010,06/30/2013
HIALEAH HOSPITAL,100053,FL,READM-30-AMI-HRRP,113,,1.1175,29.4,26.3,40,07/01/2010,06/30/2013
DOYLESTOWN HOSPITAL,390203,PA,READM-30-AMI-HRRP,308,,1.1175,19.1,17.1,65,07/01/2010,06/30/2013
ARIZONA SPINE AND JOINT HOSPITAL,030107,AZ,READM-30-HIP-KNEE-HRRP,718,,1.1173,4.5,4.0,34,07/01/2010,06/30/2013
AVENTURA HOSPITAL AND MEDICAL CENTER,100131,FL,READM-30-HIP-KNEE-HRRP,Not Available,,1.1172,7.1,6.4,,07/01/2010,06/30/2013
BANNER CASA GRANDE MEDICAL CENTER,030016,AZ,READM-30-COPD-HRRP,368,,1.1172,21.1,18.9,86,07/01/2010,06/30/2013
JEWISH HOSPITAL & ST MARY'S HEALTHCARE,180040,KY,READM-30-PN-HRRP,1078,,1.1172,21.0,18.8,233,07/01/2010,06/30/2013
DEKALB MEDICAL CENTER AT HILLANDALE,110226,GA,READM-30-PN-HRRP,100,,1.1171,19.2,17.2,26,07/01/2010,06/30/2013
GOOD SAMARITAN MEDICAL CENTER,220111,MA,READM-30-AMI-HRRP,221,,1.1170,19.9,17.8,50,07/01/2010,06/30/2013
METROSOUTH MEDICAL CENTER,140118,IL,READM-30-COPD-HRRP,415,,1.1169,24.7,22.1,111,07/01/2010,06/30/2013
UNIVERSITY HOSPITALS - ELYRIA MEDICAL CENTER,360145,OH,READM-30-PN-HRRP,520,,1.1169,20.0,17.9,111,07/01/2010,06/30/2013
"MERCY HOSPITAL ARDMORE, INC",370047,OK,READM-30-PN-HRRP,497,,1.1169,18.8,16.8,100,07/01/2010,06/30/2013
ELMHURST HOSPITAL CENTER,330128,NY,READM-30-COPD-HRRP,164,,1.1168,22.4,20.0,45,07/01/2010,06/30/2013
"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",330011,NY,READM-30-HIP-KNEE-HRRP,494,,1.1167,5.9,5.3,31,07/01/2010,06/30/2013
DAVIS MEMORIAL HOSPITAL,510030,WV,READM-30-PN-HRRP,344,,1.1167,17.9,16.0,68,07/01/2010,06/30/2013
LAWRENCE GENERAL HOSPITAL,220010,MA,READM-30-AMI-HRRP,163,,1.1167,20.2,18.1,39,07/01/2010,06/30/2013
SAINT FRANCIS MEMORIAL HOSPITAL,050152,CA,READM-30-PN-HRRP,249,,1.1166,17.0,15.3,49,07/01/2010,06/30/2013
SANTA ROSA MEDICAL CENTER,100124,FL,READM-30-HIP-KNEE-HRRP,Not Available,,1.1166,5.4,4.8,,07/01/2010,06/30/2013
RICHLAND MEMORIAL HOSPITAL,140147,IL,READM-30-HF-HRRP,190,,1.1166,23.5,21.0,51,07/01/2010,06/30/2013
HARRIS HOSPITAL,040080,AR,READM-30-COPD-HRRP,159,,1.1166,21.9,19.6,43,07/01/2010,06/30/2013
MERCY MEDICAL CENTER,330259,NY,READM-30-AMI-HRRP,114,,1.1166,24.2,21.7,34,07/01/2010,06/30/2013
CROZER CHESTER MEDICAL CENTER,390180,PA,READM-30-HIP-KNEE-HRRP,196,,1.1165,6.1,5.5,14,07/01/2010,06/30/2013
OHIO VALLEY MEDICAL CENTER,510039,WV,READM-30-HIP-KNEE-HRRP,165,,1.1165,5.5,4.9,11,07/01/2010,06/30/2013
VIDANT MEDICAL CENTER,340040,NC,READM-30-HF-HRRP,1576,,1.1165,24.7,22.1,396,07/01/2010,06/30/2013
ALLEN HOSPITAL,160110,IA,READM-30-PN-HRRP,544,,1.1165,19.2,17.2,111,07/01/2010,06/30/2013
HUNTINGTON MEMORIAL HOSPITAL,050438,CA,READM-30-AMI-HRRP,241,,1.1164,19.5,17.5,53,07/01/2010,06/30/2013
OAK HILL HOSPITAL,100264,FL,READM-30-AMI-HRRP,393,,1.1164,21.1,18.9,89,07/01/2010,06/30/2013
JERSEY CITY MEDICAL CENTER,310074,NJ,READM-30-AMI-HRRP,289,,1.1164,20.1,18.0,64,07/01/2010,06/30/2013
COASTAL CAROLINA HOSPITAL,420101,SC,READM-30-HF-HRRP,134,,1.1163,22.2,19.9,36,07/01/2010,06/30/2013
SUNBURY COMMUNITY HOSPITAL,390084,PA,READM-30-PN-HRRP,219,,1.1163,19.4,17.3,49,07/01/2010,06/30/2013
ST LUKE'S CORNWALL HOSPITAL,330264,NY,READM-30-PN-HRRP,531,,1.1162,20.7,18.6,117,07/01/2010,06/30/2013
WEST HOUSTON MEDICAL CENTER,450644,TX,READM-30-HIP-KNEE-HRRP,Not Available,,1.1161,5.7,5.1,,07/01/2010,06/30/2013
ADVENTIST BOLINGBROOK HOSPITAL,140304,IL,READM-30-PN-HRRP,207,,1.1161,21.3,19.1,51,07/01/2010,06/30/2013
TEXOMA MEDICAL CENTER,450324,TX,READM-30-COPD-HRRP,553,,1.1159,23.1,20.7,136,07/01/2010,06/30/2013
MCLAREN OAKLAND,230207,MI,READM-30-HIP-KNEE-HRRP,Not Available,,1.1159,7.1,6.4,,07/01/2010,06/30/2013
SYCAMORE SHOALS HOSPITAL,440018,TN,READM-30-PN-HRRP,259,,1.1159,19.4,17.4,57,07/01/2010,06/30/2013
BON SECOURS ST MARYS HOSPITAL,490059,VA,READM-30-PN-HRRP,477,,1.1158,17.9,16.1,92,07/01/2010,06/30/2013
"CORTLAND REGIONAL MEDICAL CENTER, INC",330175,NY,READM-30-COPD-HRRP,340,,1.1158,23.7,21.3,89,07/01/2010,06/30/2013
SAINT JOSEPH LONDON,180011,KY,READM-30-HIP-KNEE-HRRP,Not Available,,1.1157,5.9,5.3,,07/01/2010,06/30/2013
DELAWARE COUNTY MEMORIAL HOSPITAL,390081,PA,READM-30-AMI-HRRP,57,,1.1157,24.0,21.5,20,07/01/2010,06/30/2013
PRESENCE SAINT FRANCIS HOSPITAL,140080,IL,READM-30-HF-HRRP,401,,1.1157,25.0,22.5,107,07/01/2010,06/30/2013
EAST LIVERPOOL CITY HOSPITAL,360096,OH,READM-30-COPD-HRRP,503,,1.1156,24.2,21.7,130,07/01/2010,06/30/2013
JAMESON MEMORIAL HOSPITAL,390016,PA,READM-30-HF-HRRP,318,,1.1156,26.8,24.0,92,07/01/2010,06/30/2013
WINTHROP-UNIVERSITY HOSPITAL,330167,NY,READM-30-HIP-KNEE-HRRP,324,,1.1155,6.2,5.5,22,07/01/2010,06/30/2013
MERCY HEALTH - WEST HOSPITAL,360234,OH,READM-30-PN-HRRP,232,,1.1154,17.9,16.0,48,07/01/2010,06/30/2013
DAVIS MEMORIAL HOSPITAL,510030,WV,READM-30-COPD-HRRP,435,,1.1154,20.3,18.2,96,07/01/2010,06/30/2013
EAST ORANGE GENERAL HOSPITAL,310083,NJ,READM-30-HF-HRRP,289,,1.1153,29.1,26.1,91,07/01/2010,06/30/2013
SPECTRUM HEALTH ZEELAND COMMUNITY HOSPITAL,230003,MI,READM-30-HIP-KNEE-HRRP,Not Available,,1.1152,5.9,5.3,,07/01/2010,06/30/2013
KINGSBROOK JEWISH MEDICAL CENTER,330201,NY,READM-30-HF-HRRP,255,,1.1152,28.3,25.4,79,07/01/2010,06/30/2013
CROUSE HOSPITAL,330203,NY,READM-30-HF-HRRP,688,,1.1152,24.6,22.1,176,07/01/2010,06/30/2013
MCLAREN MACOMB,230227,MI,READM-30-AMI-HRRP,321,,1.1151,22.1,19.8,77,07/01/2010,06/30/2013
EASTERN NIAGARA HOSPITAL,330163,NY,READM-30-HF-HRRP,253,,1.1151,24.3,21.8,68,07/01/2010,06/30/2013
SENTARA OBICI HOSPITAL,490044,VA,READM-30-HIP-KNEE-HRRP,246,,1.1150,5.7,5.1,16,07/01/2010,06/30/2013
PORT HURON HOSPITAL,230216,MI,READM-30-PN-HRRP,463,,1.1150,21.0,18.8,104,07/01/2010,06/30/2013
HUNTINGTON BEACH HOSPITAL,050526,CA,READM-30-HF-HRRP,151,,1.1150,29.2,26.2,51,07/01/2010,06/30/2013
FLORIDA HOSPITAL NORTH PINELLAS,100055,FL,READM-30-HF-HRRP,253,,1.1150,25.5,22.9,71,07/01/2010,06/30/2013
MURRAY-CALLOWAY COUNTY HOSPITAL,180027,KY,READM-30-AMI-HRRP,36,,1.1149,19.7,17.7,13,07/01/2010,06/30/2013
MEDICAL CENTER OF PLANO,450651,TX,READM-30-HIP-KNEE-HRRP,Not Available,,1.1149,6.1,5.5,,07/01/2010,06/30/2013
STARR REGIONAL MEDICAL CENTER ATHENS,440068,TN,READM-30-HF-HRRP,126,,1.1149,24.3,21.8,37,07/01/2010,06/30/2013
VALLEY REGIONAL MEDICAL CENTER,450662,TX,READM-30-HF-HRRP,366,,1.1148,26.9,24.1,105,07/01/2010,06/30/2013
FLORIDA HOSPITAL,100007,FL,READM-30-COPD-HRRP,2705,,1.1148,22.0,19.7,603,07/01/2010,06/30/2013
SILVER CROSS HOSPITAL  AND MEDICAL CENTERS,140213,IL,READM-30-PN-HRRP,850,,1.1147,20.0,18.0,177,07/01/2010,06/30/2013
TULANE MEDICAL CENTER,190176,LA,READM-30-HF-HRRP,189,,1.1147,25.6,23.0,55,07/01/2010,06/30/2013
VALLEY PRESBYTERIAN HOSPITAL,050126,CA,READM-30-HIP-KNEE-HRRP,685,,1.1146,6.3,5.6,45,07/01/2010,06/30/2013
ST LUKE'S MAGIC VALLEY RMC,130002,ID,READM-30-HIP-KNEE-HRRP,400,,1.1146,6.0,5.4,26,07/01/2010,06/30/2013
INSPIRA MEDICAL CENTER WOODBURY,310081,NJ,READM-30-HF-HRRP,790,,1.1146,24.4,21.9,199,07/01/2010,06/30/2013
HUNTINGTON HOSPITAL,330045,NY,READM-30-COPD-HRRP,616,,1.1146,23.8,21.4,155,07/01/2010,06/30/2013
HARPER UNIVERSITY HOSPITAL,230104,MI,READM-30-HF-HRRP,785,,1.1146,29.1,26.1,235,07/01/2010,06/30/2013
SIBLEY MEMORIAL HOSPITAL,090005,DC,READM-30-HIP-KNEE-HRRP,1070,,1.1145,5.2,4.7,58,07/01/2010,06/30/2013
MEDSTAR GOOD SAMARITAN HOSPITAL,210056,MD,READM-30-AMI-HRRP,150,,1.1144,25.1,22.5,44,07/01/2010,06/30/2013
SUTTER DELTA MEDICAL CENTER,050523,CA,READM-30-HIP-KNEE-HRRP,Not Available,,1.1143,7.7,6.9,,07/01/2010,06/30/2013
"ST JOHN MEDICAL CENTER, INC",370114,OK,READM-30-HIP-KNEE-HRRP,192,,1.1142,5.8,5.2,13,07/01/2010,06/30/2013
AURORA WEST ALLIS MEDICAL CENTER,520139,WI,READM-30-HIP-KNEE-HRRP,371,,1.1142,5.9,5.3,24,07/01/2010,06/30/2013
ESKENAZI HEALTH,150024,IN,READM-30-HF-HRRP,247,,1.1142,25.7,23.1,70,07/01/2010,06/30/2013
"LAHEY HOSPITAL & MEDICAL CENTER, BURLINGTON",220171,MA,READM-30-AMI-HRRP,662,,1.1140,18.8,16.8,130,07/01/2010,06/30/2013
PIEDMONT MOUNTAINSIDE HOSPITAL INC,110225,GA,READM-30-HF-HRRP,232,,1.1140,25.2,22.7,65,07/01/2010,06/30/2013
MONTEFIORE NEW ROCHELLE HOSPITAL,330184,NY,READM-30-PN-HRRP,264,,1.1140,19.1,17.1,57,07/01/2010,06/30/2013
HEART OF FLORIDA REGIONAL MEDICAL CENTER,100137,FL,READM-30-AMI-HRRP,170,,1.1138,20.0,18.0,40,07/01/2010,06/30/2013
MEMORIAL HOSPITAL WEST,100281,FL,READM-30-HIP-KNEE-HRRP,Not Available,,1.1137,5.8,5.2,,07/01/2010,06/30/2013
ST ELIZABETH FLORENCE,180045,KY,READM-30-AMI-HRRP,105,,1.1137,24.5,22.0,32,07/01/2010,06/30/2013
RARITAN BAY MEDICAL CENTER,310039,NJ,READM-30-HF-HRRP,872,,1.1137,26.7,23.9,239,07/01/2010,06/30/2013
SOUTHAMPTON MEMORIAL HOSPITAL,490092,VA,READM-30-HF-HRRP,145,,1.1137,25.9,23.2,44,07/01/2010,06/30/2013
BARTLETT REGIONAL HOSPITAL,020008,AK,READM-30-HIP-KNEE-HRRP,Not Available,,1.1136,4.1,3.7,,07/01/2010,06/30/2013
KENDALL REGIONAL MEDICAL CENTER,100209,FL,READM-30-AMI-HRRP,247,,1.1135,21.8,19.6,60,07/01/2010,06/30/2013
COLUMBUS REGIONAL HEALTHCARE SYSTEM,340068,NC,READM-30-HF-HRRP,300,,1.1134,27.8,25.0,90,07/01/2010,06/30/2013
PRINCE GEORGES  HOSPITAL CENTER,210003,MD,READM-30-COPD-HRRP,157,,1.1133,27.6,24.8,52,07/01/2010,06/30/2013
BECKLEY ARH HOSPITAL,510062,WV,READM-30-HIP-KNEE-HRRP,Not Available,,1.1133,6.3,5.7,,07/01/2010,06/30/2013
BARNES JEWISH HOSPITAL,260032,MO,READM-30-COPD-HRRP,532,,1.1132,26.0,23.4,147,07/01/2010,06/30/2013
PERRY HOSPITAL,110153,GA,READM-30-HIP-KNEE-HRRP,Not Available,,1.1132,5.7,5.2,,07/01/2010,06/30/2013
GREEN CLINIC SURGICAL HOSPITAL,190257,LA,READM-30-HIP-KNEE-HRRP,Not Available,,1.1131,6.5,5.8,,07/01/2010,06/30/2013
"UNIVERSITY OF CINCINNATI MEDICAL CENTER, LLC",360003,OH,READM-30-AMI-HRRP,131,,1.1131,19.9,17.9,32,07/01/2010,06/30/2013
EUCLID HOSPITAL,360082,OH,READM-30-HF-HRRP,303,,1.1130,26.6,23.9,87,07/01/2010,06/30/2013
WELLSTAR PAULDING HOSPITAL,110042,GA,READM-30-HIP-KNEE-HRRP,Not Available,,1.1130,5.4,4.9,,07/01/2010,06/30/2013
WELLMONT BRISTOL REGIONAL MEDICAL CENTER,440012,TN,READM-30-PN-HRRP,802,,1.1130,19.5,17.5,163,07/01/2010,06/30/2013
METHODIST HOSPITAL OF SACRAMENTO,050590,CA,READM-30-HF-HRRP,190,,1.1129,24.5,22.0,53,07/01/2010,06/30/2013
SHANDS LAKE SHORE REGIONAL MEDICAL CENTER,100102,FL,READM-30-AMI-HRRP,52,,1.1129,26.3,23.6,20,07/01/2010,06/30/2013
"CENTRA  HEALTH, INC",490021,VA,READM-30-COPD-HRRP,958,,1.1129,22.2,20.0,221,07/01/2010,06/30/2013
HUGH CHATHAM MEMORIAL HOSPITAL,340097,NC,READM-30-HF-HRRP,219,,1.1129,23.2,20.8,57,07/01/2010,06/30/2013
OAKWOOD HOSPITAL - DEARBORN,230020,MI,READM-30-HF-HRRP,1480,,1.1129,28.3,25.5,426,07/01/2010,06/30/2013
BELLEVUE HOSPITAL CENTER,330204,NY,READM-30-AMI-HRRP,138,,1.1128,19.7,17.7,33,07/01/2010,06/30/2013
ST VINCENT'S BIRMINGHAM,010056,AL,READM-30-AMI-HRRP,291,,1.1128,17.3,15.5,56,07/01/2010,06/30/2013
DIMMIT REGIONAL HOSPITAL,450620,TX,READM-30-PN-HRRP,122,,1.1128,17.0,15.2,27,07/01/2010,06/30/2013
POPLAR BLUFF REGIONAL MEDICAL CENTER,260119,MO,READM-30-HF-HRRP,547,,1.1127,25.3,22.8,145,07/01/2010,06/30/2013
LOYOLA UNIVERSITY MEDICAL CENTER,140276,IL,READM-30-COPD-HRRP,249,,1.1126,24.8,22.3,70,07/01/2010,06/30/2013
NORTHWEST MEDICAL CENTER,100189,FL,READM-30-HF-HRRP,503,,1.1125,26.0,23.3,137,07/01/2010,06/30/2013
METHODIST DALLAS MEDICAL CENTER,450051,TX,READM-30-PN-HRRP,285,,1.1124,20.5,18.4,65,07/01/2010,06/30/2013
JACOBI MEDICAL CENTER,330127,NY,READM-30-COPD-HRRP,102,,1.1124,22.5,20.3,31,07/01/2010,06/30/2013
RIVERVIEW REGIONAL MEDICAL CENTER,010046,AL,READM-30-HF-HRRP,417,,1.1124,25.1,22.6,111,07/01/2010,06/30/2013
PALMERTON HOSPITAL,390019,PA,READM-30-AMI-HRRP,30,,1.1123,23.2,20.9,13,07/01/2010,06/30/2013
DESOTO REGIONAL HEALTH SYSTEM,190118,LA,READM-30-HF-HRRP,110,,1.1123,23.5,21.1,32,07/01/2010,06/30/2013
PORT HURON HOSPITAL,230216,MI,READM-30-COPD-HRRP,812,,1.1122,23.5,21.1,199,07/01/2010,06/30/2013
JAMESTOWN REGIONAL MEDICAL CENTER,440083,TN,READM-30-HF-HRRP,199,,1.1122,25.0,22.4,56,07/01/2010,06/30/2013
ALBANY MEDICAL CENTER HOSPITAL,330013,NY,READM-30-HF-HRRP,392,,1.1122,26.2,23.5,109,07/01/2010,06/30/2013
MONROE COUNTY MEDICAL CENTER,180105,KY,READM-30-HF-HRRP,218,,1.1122,24.6,22.2,60,07/01/2010,06/30/2013
EL CENTRO REGIONAL MEDICAL CENTER,050045,CA,READM-30-PN-HRRP,312,,1.1118,18.8,16.9,65,07/01/2010,06/30/2013
WHITE PLAINS HOSPITAL CENTER,330304,NY,READM-30-HF-HRRP,610,,1.1118,23.3,20.9,148,07/01/2010,06/30/2013
LAKE CITY MEDICAL CENTER,100156,FL,READM-30-PN-HRRP,407,,1.1118,20.3,18.2,89,07/01/2010,06/30/2013
ST LUKE'S ROOSEVELT HOSPITAL,330046,NY,READM-30-COPD-HRRP,527,,1.1117,23.1,20.8,130,07/01/2010,06/30/2013
OSCEOLA REGIONAL MEDICAL CENTER,100110,FL,READM-30-PN-HRRP,343,,1.1117,20.0,18.0,75,07/01/2010,06/30/2013
AVERA QUEEN OF PEACE,430013,SD,READM-30-HIP-KNEE-HRRP,178,,1.1117,5.7,5.1,12,07/01/2010,06/30/2013
AVENTURA HOSPITAL AND MEDICAL CENTER,100131,FL,READM-30-AMI-HRRP,461,,1.1116,23.4,21.1,114,07/01/2010,06/30/2013
MISSISSIPPI BAPTIST MEDICAL CENTER,250102,MS,READM-30-PN-HRRP,925,,1.1115,18.1,16.3,174,07/01/2010,06/30/2013
MERCY HOSPITAL ST LOUIS,260020,MO,READM-30-PN-HRRP,771,,1.1115,20.4,18.4,164,07/01/2010,06/30/2013
GLEN COVE HOSPITAL,330181,NY,READM-30-HF-HRRP,427,,1.1115,25.7,23.1,116,07/01/2010,06/30/2013
ST BERNARDS MEDICAL CENTER,040020,AR,READM-30-HIP-KNEE-HRRP,482,,1.1115,5.6,5.1,29,07/01/2010,06/30/2013
CLARENDON MEMORIAL HOSPITAL,420069,SC,READM-30-HIP-KNEE-HRRP,Not Available,,1.1115,5.5,5.0,,07/01/2010,06/30/2013
BANNER DEL E WEBB MEDICAL CENTER,030093,AZ,READM-30-HIP-KNEE-HRRP,777,,1.1114,5.5,5.0,45,07/01/2010,06/30/2013
"MILFORD HOSPITAL, INC",070019,CT,READM-30-HF-HRRP,301,,1.1114,24.2,21.7,79,07/01/2010,06/30/2013
SHANDS LAKE SHORE REGIONAL MEDICAL CENTER,100102,FL,READM-30-PN-HRRP,142,,1.1113,20.7,18.7,36,07/01/2010,06/30/2013
SARAH BUSH LINCOLN HEALTH CENTER,140189,IL,READM-30-HF-HRRP,531,,1.1112,25.0,22.5,139,07/01/2010,06/30/2013
CALIFORNIA HOSPITAL MEDICAL CENTER LA,050149,CA,READM-30-PN-HRRP,91,,1.1112,20.2,18.2,25,07/01/2010,06/30/2013
INTEGRIS GROVE HOSPITAL,370113,OK,READM-30-COPD-HRRP,179,,1.1112,20.8,18.8,45,07/01/2010,06/30/2013
SIERRA VISTA REGIONAL HEALTH CENTER,030043,AZ,READM-30-HF-HRRP,212,,1.1112,25.3,22.8,60,07/01/2010,06/30/2013
METHODIST HOSPITALS INC,150002,IN,READM-30-AMI-HRRP,214,,1.1110,21.5,19.4,52,07/01/2010,06/30/2013
HUDSON VALLEY HOSPITAL CENTER,330267,NY,READM-30-PN-HRRP,398,,1.1110,19.2,17.3,83,07/01/2010,06/30/2013
PRINCE GEORGES  HOSPITAL CENTER,210003,MD,READM-30-HF-HRRP,265,,1.1110,27.3,24.6,79,07/01/2010,06/30/2013
TRINITY BETTENDORF,160104,IA,READM-30-COPD-HRRP,102,,1.1108,20.9,18.8,29,07/01/2010,06/30/2013
TRISTAR SKYLINE MEDICAL CENTER,440006,TN,READM-30-HIP-KNEE-HRRP,168,,1.1108,6.0,5.4,12,07/01/2010,06/30/2013
EASTON HOSPITAL,390162,PA,READM-30-AMI-HRRP,290,,1.1108,19.4,17.5,62,07/01/2010,06/30/2013
NOVANT HEALTH PRINCE WILLIAM MEDICAL CENTER,490045,VA,READM-30-HIP-KNEE-HRRP,235,,1.1108,4.7,4.3,13,07/01/2010,06/30/2013
ST PETER'S HOSPITAL,270003,MT,READM-30-HIP-KNEE-HRRP,250,,1.1107,5.3,4.7,15,07/01/2010,06/30/2013
RAULERSON HOSPITAL,100252,FL,READM-30-AMI-HRRP,62,,1.1107,24.1,21.7,21,07/01/2010,06/30/2013
"MEMORIAL HEALTH UNIV MED CEN, INC",110036,GA,READM-30-AMI-HRRP,244,,1.1107,17.0,15.3,47,07/01/2010,06/30/2013
UNIVERSITY OF CALIFORNIA IRVINE MED CENTER,050348,CA,READM-30-AMI-HRRP,61,,1.1106,21.3,19.2,19,07/01/2010,06/30/2013
INDIAN PATH MEDICAL CENTER,440176,TN,READM-30-COPD-HRRP,189,,1.1106,24.3,21.9,54,07/01/2010,06/30/2013
LITTLE COMPANY OF MARY HOSPITAL,140179,IL,READM-30-HF-HRRP,811,,1.1106,25.2,22.7,211,07/01/2010,06/30/2013
SIERRA PROVIDENCE EAST MEDICAL CENTER,670047,TX,READM-30-PN-HRRP,232,,1.1105,19.6,17.7,52,07/01/2010,06/30/2013
SUTTER ROSEVILLE MEDICAL CENTER,050309,CA,READM-30-HIP-KNEE-HRRP,536,,1.1105,5.2,4.7,30,07/01/2010,06/30/2013
NATIONAL PARK MEDICAL CENTER,040078,AR,READM-30-PN-HRRP,353,,1.1105,19.2,17.3,74,07/01/2010,06/30/2013
CAREPOINT HEALTH - BAYONNE MEDICAL CENTER,310025,NJ,READM-30-HF-HRRP,413,,1.1104,26.1,23.5,114,07/01/2010,06/30/2013
BRANDON REGIONAL HOSPITAL,100243,FL,READM-30-PN-HRRP,396,,1.1103,20.6,18.5,88,07/01/2010,06/30/2013
ST CHARLES PARISH HOSPITAL,190079,LA,READM-30-HF-HRRP,92,,1.1103,22.7,20.5,27,07/01/2010,06/30/2013
MEDICAL CENTER OF SOUTHEASTERN OKLAHOMA,370014,OK,READM-30-AMI-HRRP,93,,1.1103,23.6,21.3,28,07/01/2010,06/30/2013
HILTON HEAD REGIONAL MEDICAL CENTER,420080,SC,READM-30-AMI-HRRP,139,,1.1103,15.5,14.0,27,07/01/2010,06/30/2013
ST FRANCIS HOSPITAL & MEDICAL CENTER,070002,CT,READM-30-AMI-HRRP,576,,1.1102,19.2,17.2,116,07/01/2010,06/30/2013
FLUSHING HOSPITAL MEDICAL CENTER,330193,NY,READM-30-PN-HRRP,283,,1.1102,20.0,18.0,63,07/01/2010,06/30/2013
MERCY HOSPITAL WASHINGTON,260052,MO,READM-30-PN-HRRP,270,,1.1102,18.4,16.6,56,07/01/2010,06/30/2013
GEORGIANA MEDICAL CENTER,010047,AL,READM-30-COPD-HRRP,90,,1.1102,18.5,16.7,24,07/01/2010,06/30/2013
ST BERNARD HOSPITAL,140103,IL,READM-30-HF-HRRP,227,,1.1101,25.4,22.9,64,07/01/2010,06/30/2013
HERITAGE VALLEY BEAVER,390036,PA,READM-30-HIP-KNEE-HRRP,Not Available,,1.1101,6.1,5.5,,07/01/2010,06/30/2013
SURGICAL HOSPITAL AT SOUTHWOODS,360352,OH,READM-30-HIP-KNEE-HRRP,240,,1.1101,5.9,5.3,16,07/01/2010,06/30/2013
LAC/OLIVE VIEW-UCLA MEDICAL CENTER,050040,CA,READM-30-PN-HRRP,48,,1.1101,21.5,19.3,17,07/01/2010,06/30/2013
PEMISCOT COUNTY MEMORIAL HOSPITAL,260070,MO,READM-30-HF-HRRP,127,,1.1100,25.0,22.5,38,07/01/2010,06/30/2013
ST JOSEPH'S HOSPITAL HEALTH CENTER,330140,NY,READM-30-PN-HRRP,1446,,1.1100,20.0,18.0,295,07/01/2010,06/30/2013
CONROE REGIONAL MEDICAL CENTER,450222,TX,READM-30-AMI-HRRP,333,,1.1100,18.1,16.3,66,07/01/2010,06/30/2013
CAMDEN CLARK MEDICAL CENTER,510058,WV,READM-30-HF-HRRP,952,,1.1099,26.6,24.0,260,07/01/2010,06/30/2013
INSPIRA MEDICAL CENTER WOODBURY,310081,NJ,READM-30-HIP-KNEE-HRRP,163,,1.1099,6.8,6.1,13,07/01/2010,06/30/2013
EAST LIVERPOOL CITY HOSPITAL,360096,OH,READM-30-HF-HRRP,355,,1.1099,26.7,24.0,101,07/01/2010,06/30/2013
DAMERON HOSPITAL,050122,CA,READM-30-COPD-HRRP,186,,1.1099,24.2,21.8,53,07/01/2010,06/30/2013
UNITY HOSPITAL OF ROCHESTER,330226,NY,READM-30-PN-HRRP,224,,1.1099,19.9,17.9,51,07/01/2010,06/30/2013
"SOUTHCOAST HOSPITAL GROUP, INC",220074,MA,READM-30-HF-HRRP,2278,,1.1099,24.9,22.5,574,07/01/2010,06/30/2013
TOPPENISH COMMUNITY HOSPITAL,500037,WA,READM-30-HF-HRRP,72,,1.1098,24.7,22.3,24,07/01/2010,06/30/2013
BRIGHAM AND WOMEN'S FAULKNER HOSPITAL,220119,MA,READM-30-COPD-HRRP,220,,1.1098,21.5,19.4,55,07/01/2010,06/30/2013
"BEAUMONT HOSPITAL, TROY",230269,MI,READM-30-AMI-HRRP,642,,1.1098,20.1,18.1,135,07/01/2010,06/30/2013
METHODIST WILLOWBROOK HOSPITAL,450844,TX,READM-30-HF-HRRP,342,,1.1097,26.8,24.1,98,07/01/2010,06/30/2013
UNIVERSITY HOSPITALS - ELYRIA MEDICAL CENTER,360145,OH,READM-30-HF-HRRP,564,,1.1097,25.8,23.3,152,07/01/2010,06/30/2013
SWEDISH COVENANT HOSPITAL,140114,IL,READM-30-HF-HRRP,601,,1.1097,25.9,23.3,162,07/01/2010,06/30/2013
OHSU HOSPITAL AND CLINICS,380009,OR,READM-30-HF-HRRP,263,,1.1096,25.0,22.5,72,07/01/2010,06/30/2013
NATCHITOCHES REGIONAL MEDICAL CENTER,190007,LA,READM-30-HIP-KNEE-HRRP,Not Available,,1.1096,6.6,5.9,,07/01/2010,06/30/2013
TWIN RIVERS REGIONAL MEDICAL CENTER,260015,MO,READM-30-HIP-KNEE-HRRP,Not Available,,1.1095,6.2,5.6,,07/01/2010,06/30/2013
ADVENTIST MEDICAL CENTER,050121,CA,READM-30-HF-HRRP,510,,1.1094,24.7,22.2,132,07/01/2010,06/30/2013
MEMORIAL HOSPITAL WEST,100281,FL,READM-30-HF-HRRP,456,,1.1094,25.6,23.1,123,07/01/2010,06/30/2013
HEALTHALLIANCE HOSPITAL BROADWAY CAMPUS,330004,NY,READM-30-PN-HRRP,555,,1.1094,18.3,16.5,108,07/01/2010,06/30/2013
AVENTURA HOSPITAL AND MEDICAL CENTER,100131,FL,READM-30-HF-HRRP,786,,1.1093,27.3,24.6,221,07/01/2010,06/30/2013
HOWARD UNIVERSITY HOSPITAL,090003,DC,READM-30-COPD-HRRP,123,,1.1093,21.4,19.3,34,07/01/2010,06/30/2013
CORAL GABLES HOSPITAL,100183,FL,READM-30-HF-HRRP,287,,1.1092,26.7,24.1,83,07/01/2010,06/30/2013
ANDERSON REGIONAL MEDICAL CTR,250104,MS,READM-30-COPD-HRRP,624,,1.1091,20.0,18.0,132,07/01/2010,06/30/2013
